state,key,svn,english,translation
CURRENT,mission_sectorrescue_description1,2624,Investigate a distress call in system S*X.,S*X宙域で遭難信号を調査してください。
CURRENT,object_engine_description,2624,The ship's main source of forward thrust.  Must be supplied with Fuel (via a pipe) and Power (via a cable).,船の推進力の主な供給源。燃料（パイプ経由）と電力（ケーブル経由）が供給されなければならない。
CURRENT,trade_waitingfor,2501,Waiting for *X x *Y,*X x *Y を待機中
CURRENT,alert_type_autotradeinactive,2501,AUTO-TRADE INACTIVE,自動取引が無効
CURRENT,alert_type_autotradeinactive_tooltip,2501,One or more of your auto-orders have been made inactive. This may be because you owe a large payment to X.,自動注文の1つまたは複数、Xへの未払い金額が大きい可能性があるため、無効になりました。
CURRENT,tutorial_dsiclosedismantle,2489,We can stop dismantling by clicking the dismantle button again or by closing the construction menu.\n\nClose the menu by clicking the CONSTRUCTION button or by pressing ESC.,再度分解ボタンをクリックするか、建築メニューを閉じることで分解を停止できます。\n\n建築ボタンをクリックするか、ESCキーを押すことでメニューを閉じます。
CURRENT,dsi_part1_objective_storescrap,2489,Store scrap metal near Smelter [*X/10],精錬所[*X/10]の近くにスクラップ金属を保管する。
CURRENT,dsi_part1_objective_storeingots,2489,Store Metal Ingots near Smelter [*X/10],精錬所[*X/10]の近くに金属インゴットを保管する。
CURRENT,language_helpustranslate,2448,Help Us Translate!,私たちを翻訳にご協力ください！
CURRENT,language_system,2481,System,システム
CURRENT,settings_credit_tooltip,2475,With thanks to:,感謝を捧げます:
CURRENT,newmainmenu_tooltip_selectship,2475,[LMB] Select,[LMB] 選択
CURRENT,mission_sectorprotect_map,2475,Investigate Distress Call,緊急ディストレス信号を調査せよ
CURRENT,mission_sectorprotect_sos1,2475,"To any vessel, we are under attack!  Please help, we won't last much longer!",どの宇宙船でも構いません、攻撃を受けています！助けてください、もう長くは持ちません！
CURRENT,mission_sectorprotect_call,2475,INCOMING DISTRESS CALL,受信：緊急ディストレス信号
CURRENT,techtree_node_caption_hydroponics2,2475,"Further improves crop yield, and unlocks schematics to manufacture Hydroponics Modules",作物の収穫量をさらに向上させ、Hydroponicsモジュールの製造に必要な設計図をアンロックする
CURRENT,hud_tactical,2475,TACTICAL ({ToggleTactical}),戦術({トグル戦術})
CURRENT,tutorial_cameracontrols,2475,"Use {PanUp1}{PanLeft1}{PanDown1}{PanRight1} or the ARROW KEYS to move the view around.\n\nZoom the view using the MOUSE WHEEL, or {ZoomIn}/{ZoomOut} on the keyboard.\n\nDrag the view by holding the MIDDLE MOUSE BUTTON.",{PanUp1}{PanLeft1}{PanDown1}{PanRight1}または矢印キーを使用して、視点を移動させます。\n\nマウスホイールを使用して視点を拡大縮小するか、キーボードの{ZoomIn}/{ZoomOut}を使用します。\n\n中央マウスボタンを押したままドラッグして、視点を移動させます。
CURRENT,tutorial_flighttactical,2475,"We should give our engines a small test flight.  To maneuver our ship, switch into TACTICAL mode by clicking the highlighted button, or pressing {ToggleTactical}.",エンジンに短いテスト飛行を行わなければなりません。船を操縦するには、ハイライトされたボタンをクリックするか、{ToggleTactical}を押して戦術モードに切り替えてください。
CURRENT,tutorial_flightexittactical,2475,"Exit TACTICAL mode by clicking the button again, or pressing {ToggleTactical}.",ボタンをもう一度クリックするか、{ToggleTactical}を再度押して、戦術モードを終了します。
CURRENT,tutorial_dockingswitchtotactical,2475,"To get started, switch to TACTICAL mode by clicking the button or pressing {ToggleTactical}.",開始するには、ボタンをクリックするか{ToggleTactical}を押して戦術モードに切り替えてください。
CURRENT,tutorial_dockingmaneuverkeys,2475,"Use the Maneuvering controls to move the ship into position.\n\nYou can also use the keys {ManoeuvreUp}, {ManoeuvreLeft}, {ManoeuvreDown}, {ManoeuvreRight} to move, and {ManoeuvreClockwise} and {ManoeuvreCounterClockwise} to rotate the ship.",操縦コントロールを使用して、船を位置に移動させます。\n\n{ManoeuvreUp}、{ManoeuvreLeft}、{ManoeuvreDown}、{ManoeuvreRight}のキーを使用して移動し、{ManoeuvreClockwise}と{ManoeuvreCounterClockwise}を使用して船を回転させることができます。
CURRENT,tutorial_miningopenmap,2475,Now open the sector map ({ToggleMap}).,セクターマップを開きます（{ToggleMap}）。
CURRENT,newmainmenu_quitmessage,2475,"We hope you enjoyed playing the demo of The Last Starship. Your journey has just begun!  Unlock the full game to explore more Story Episodes, Survival Mode, Arena Mode, a full Ship Editor and more!",ラスト・スターシップのデモをお楽しみいただけたことを願っています。あなたの旅は始まったばかりです！フルゲームをアンロックして、さらに多くのストーリーエピソード、サバイバルモード、アリーナモード、フルシップエディターなどを探検しましょう！
CURRENT,hud_window_sectormap,2475,SECTOR MAP ({ToggleMap}),セクターマップ（{ToggleMap}）
CURRENT,hud_tooltip_rotate,2475,[{RotateObject}] Rotate,[{RotateObject}] 回転
CURRENT,calltoarms_harken_2,2448,"All across the sector, there are people in trouble who need our assistance.",セクター全体で、我々の支援を必要としている困っている人々がいます。
CURRENT,dsi_part1_callfromrep1,2448,"This is a message for A.J.E FOUNDRY.  We've received your samples and can report that they have passed comfortably within our engineering tolerances.  You are formally approved as licensed industry partners, and may now manufacture all items in our design manifest.",これはA.J.E FOUNDRY宛のメッセージです。サンプルを受け取りました。エンジニアリングの許容範囲内で問題なく合格したと報告します。正式にライセンス供与された産業パートナーとして承認され、デザインマニフェストに記載されている全てのアイテムを製造することができます。
CURRENT,newmainmenu_arena_redteamtitle,2448,RED TEAM,赤のチーム
CURRENT,newmainmenu_arena_greenteamtitle,2448,GREEN TEAM,緑のチーム
CURRENT,newmainmenu_slowcombat,2448,Slow during combat,戦闘中、遅い
CURRENT,newmainmenu_aiselection_none,2448,Player Controlled,プレイヤー操作
CURRENT,newmainmenu_aiselection_auto,2448,AI Controlled - Auto-select,AI制御 - 自動選択
CURRENT,shipai_strategyverycloseorbit,2448,AI Controlled - Very Close Orbit,AI制御 - 非常に近い周回軌道
CURRENT,shipai_closerangeaggressive,2448,AI Controlled - Close Orbit,AI制御 - 接近軌道
CURRENT,shipai_mediumrangeorbit,2448,AI Controlled - Medium-range,AI制御 - 中距離
CURRENT,shipai_longrangesniper,2448,AI Controlled - Long-range,AI制御 - 長距離
CURRENT,shipai_fastmovingjet,2448,AI Controlled - Strafing Runs,AI制御 - 旋回射撃
CURRENT,hud_deselectlayer,2448,DESELECT SHIP,シップの選択を解除する
CURRENT,hud_tooltip_joinpipes,2448,[LMB] Join Pipes,[LMB] パイプを接続する
CURRENT,hud_tooltip_separatepipes,2448,[LMB] Separate Pipes,[LMB] パイプを分離する
CURRENT,trade_automatic,2448,AUTO TRADE,自動売買
CURRENT,trade_neworder,2448,NEW ORDER,新規オーダー
CURRENT,trade_autobuyat,2448,BUY BELOW,買いエントリー
CURRENT,trade_autosellat,2448,SELL ABOVE,売りエントリー
CURRENT,trade_all,2448,ALL,全て
CURRENT,trade_remove,2448,REMOVE,削除
CURRENT,trade_enabled,2448,ENABLED,有効
CURRENT,trade_shuttleinbound,2448,SHUTTLE INBOUND,シャトル インバウンド
CURRENT,trade_autotrade,2448,AUTO-TRADE,自動売買
CURRENT,trade_tooltip_add,2448,[LMB] Add,[LMB] 追加
CURRENT,trade_tooltip_remove_rmb,2448,[RMB] Remove,[RMB] 削除
CURRENT,trade_tooltip_clear,2448,[RMB] Clear,[RMB] クリア
CURRENT,trade_tooltip_disableorder,2448,[CTRL + RMB] Disable,[CTRL + RMB] 無効化
CURRENT,trade_tooltip_reset,2448,[RMB] Reset,[RMB] リセット
CURRENT,trade_tooltip_remove,2448,[RMB] Remove,[RMB] 削除
CURRENT,trade_estimatedvalue,2448,ESTIMATED VALUE:,推定価値：
CURRENT,trade_nextcollection,2448,NEXT SHUTTLE IN *Xs,次シャトル イン *Xs
CURRENT,techtree_node_title_habitation,2448,Habitation,住居
CURRENT,techtree_node_caption_habitation,2448,Unlocks efficiency improvements for all areas of life support and crew survival,生命維持およびクルー生存のすべての分野における効率改善をアンロックします。
CURRENT,techtree_node_title_recycling1,2448,Recycling Efficiency 1,リサイクル効率1
CURRENT,techtree_node_caption_recycling1,2448,Improves all life-support recycling to 90% efficiency,すべての生命維持リサイクルを90%の効率に改善します。
CURRENT,techtree_node_title_recycling2,2448,Recycling Efficiency 2,リサイクル効率2
CURRENT,techtree_node_caption_recycling2,2448,Brings all life-support recycling up to 100% efficiency,すべての生命維持リサイクルを100%の効率に引き上げます。
CURRENT,techtree_node_title_hydroponics1,2448,Hydroponics 1,水耕栽培1
CURRENT,techtree_node_caption_hydroponics1,2448,Improves crop yield to produce more food per cycle,サイクルあたりの食料生産量を増加させる食料生産を改善します。
CURRENT,techtree_node_title_hydroponics2,2448,Hydroponics 2,水耕栽培2
CURRENT,boost_wasterecyclingefficiency,2448,Waste Recycling Efficiency +*X%,廃棄物リサイクル効率+*X%
CURRENT,boost_waterrecyclingefficiency,2448,Water Recycling Efficiency +*X%,水のリサイクル効率+*X%
CURRENT,boost_airrecyclingefficiency,2448,Air Recycling Efficiency +*X%,空気のリサイクル効率+*X%
CURRENT,boost_recyclingefficiency,2448,Recycling Efficiency *X%,リサイクル効率*X%
CURRENT,boost_harvestingyield,2448,Crop Yield +*X%,作物収量+*X%
CURRENT,mission_type_SectorProtect,2448,Protect (Sector),セクター（地域）を守護せよ
CURRENT,mission_sectorprotect_title,2448,SECTOR OBJECTIVE: Protect ship under attack,セクター目標：攻撃を受けている艦を守護せよ
CURRENT,mission_sectorprotect_description2,2448,A commercial vessel is under attack from an unknown hostile enemy. They have already taken heavy damage.,民間船が未知の敵から攻撃を受けており、すでに深刻な損傷を受けている。
CURRENT,mission_sectorprotect_accepted,2448,We've marked the location of the ship on your map. Please hurry!,船の位置をあなたのマップに示しました。急いでください！
CURRENT,mission_sectorprotect_map_initial,2448,Investigate Distress Call,緊急救難信号を調査せよ
CURRENT,mission_sectorprotect_calltoarms,2448,The vessel is under attack! Fight off the hostile ships before it's too late.,船は攻撃を受けている！手遅れになる前に敵艦を撃退せよ。
CURRENT,mission_sectorprotect_kills,2448,*X of the *Y enemy ships have been destroyed.,*Yの敵艦のうち*X隻が破壊された。
CURRENT,mission_sectorprotect_allenemieskilled,2448,All enemies destroyed.,敵は全て破壊された。
CURRENT,mission_sectorprotect_friendlykilled,2448,Unfortunately the ship has been destroyed.,残念ながら船は破壊された。
CURRENT,mission_sectorprotect_action_payment,2448,TAKE CASH REWARD,現金報酬を受け取る
CURRENT,mission_sectorprotect_action_ship,2448,TAKE SHIP REWARD,艦の報酬を受け取る
CURRENT,mission_sectorprotect_success,2448,RESCUE COMPLETED,救出完了
CURRENT,nomadobjective_current,2448,You currently have *X residents within your fleet.,あなたは現在、あなたの艦隊に*X 居住者 を抱えています。
CURRENT,calltoarms_harkenrailroad_1,2448,"My name is Commander Harken, and I'm the Chief of Private Security for the sector.",私の名前はハルケン司令官で、このセクターの私設警備の責任者です。
CURRENT,calltoarms_harkenrailroad_3,2448,We've recieved reports of a shipwreck nearby. I believe it to be the wreckage of THE INTERSTELLAR PROSPECTOR - a large commercial vessel that went missing yesterday.,我々は近くで難破船の報告を受領した。これは昨日から行方不明になっていた大型商用船、\*\*THE INTERSTELLAR PROSPECTOR\*\* の残骸であると私は考えている。
CURRENT,calltoarms_harkenrailroad_4,2448,Travel to the shipwreck and look for a Black Box Flight Recorder in the wreckage.  This device will contain a log of their final moments.,難破船へ移動し、残骸の中にブラックボックス飛行記録装置を探してください。この装置には、彼らの最後の瞬間の記録が含まれています。
CURRENT,calltoarms_harkenrailroad_5,2448,To collect the flight recorder you'll need to install a DRONE BAY and at least one LOGISTICS DRONE. You can buy them from any Shipyard or Colony.,飛行記録装置を入手するには、ドローンベイと少なくとも1つのロジスティクスドローンを設置する必要があります。これらは、どの造船所または植民地でも購入できます。
CURRENT,mainmenu_stargate_caption,2448,"Forge your own path through story driven episodes all around the sector, and take part in the construction of a galactic mega project",セクター中を物語主導のエピソードを通して独自の道を作り、銀河規模の超プロジェクトの建設に参加してください。
CURRENT,mainmenu_survival_caption,2448,"Stay one step ahead of a devastating anomaly that consumes everything in its path, and save as many as you can before it's too late",その道を全て消費する壊滅的な異常現象に一歩先んじ、手遅れになる前にできるだけ多くを救ってください。
CURRENT,newmainmenu_arena,2448,ARENA MODE,アリーナモード
CURRENT,newmainmenu_battle,2448,BATTLE,バトル
CURRENT,newmainmenu_arena_selectship,2448,SELECT A SHIP,シップを選択する
CURRENT,shiplibrary_hullonly,2448,[EMPTY HULL],[空の船殻]
CURRENT,scenario_praxis,2448,"A tiny and fast science vessel with all necessary equipment for interstellar adventure, and provisioned with enough supplies for a small crew.",全備な装備を持ち、星間冒険に必要な物資と小規模クルー向けの食料を備えた、小さく快速な科学船。
CURRENT,scenario_sleek,2448,"A more complex setup. A large and capable ship with plenty of room for upgrades, but with a heavier and slower hull.",より複雑なセットアップ。アップグレードのための十分なスペースを持つ大型で高性能な船だが、重く、移動速度が遅い船体を持つ。
CURRENT,scenario_innershapes,2448,"Another large vessel well suited to combat and dangerous operations.  The forward hull is encased in heavy armour, making the ship much tougher, but also slower and less maneuverable.",戦闘と危険な作戦に適した別の大型船。船首の船体は重装甲で覆われており、船体を非常に頑丈にしているが、速度と操縦性も低下させている。
CURRENT,scenario_carrierfrigate,2448,"A huge community fuselage built by Zion - perfect for any career the Captain desires. The ship benefits from a huge cabin capacity, but is very slow and heavy.",ツォンによって建造された巨大なコックピット構造体 - 艦長が望むキャリアに最適。巨大な居住区容量が利点だが、非常に遅く、重い。
CURRENT,scenario_procyoncruiser,2448,"A community ship built by Orion Industries - a perfect balance of form and function. Decent cabin space and room for equipment, but small and light enough to be fast and nimble.",オリオン・インダストリーズによって建造されたコミュニティ船 - 形状と機能の完璧なバランス。まともな居住スペースと装備用のスペースがあるが、小さく軽量であるため、高速で機敏である。
CURRENT,scenario_shipyard,2448,"The absolute minimum ship fuselage, but you are docked at a fully operational Shipyard with a generous starting budget to build whatever ship you want from scratch.",最低限の船体構造体だが、自由に船を構築できる十分な資金を持つ、完全に稼働中の造船所とドッキングしている。
CURRENT,scenario_crabclaw,2448,"A truly massive ship designed with heavy industry, science and logistics in mind.  Big, slow, and heavy - requiring a massive power grid and engine array.",重工業、科学、物流を念頭に設計された、真に巨大な船。大型で、遅く、重く - 巨大な電力網とエンジンアレイを必要とする。
CURRENT,scenario_praxis_title,2448,Praxis,実践
CURRENT,scenario_sleek_title,2448,Sleek ship,洗練された船
CURRENT,scenario_innershapes_title,2448,Inner Shapes,内部形状
CURRENT,scenario_largelogistics_title,2448,Large Logistics,大規模物流
CURRENT,scenario_carrierfrigate_title,2448,Carrier Frigate,空母フリゲート
CURRENT,scenario_procyoncruiser_title,2448,Procyon Cruiser,プロキオン巡洋艦
CURRENT,scenario_crabclaw_title,2448,The Crab Claw,カニの爪
CURRENT,scenario_shipyard_title,2448,Build New Ship,新しい船を建造
CURRENT,scenario_mass,2448,Mass: *X,質量: *X
CURRENT,scenario_value,2448,Value: $*X,価格: $*X
CURRENT,scenario_habitation,2448,Cabins: *X,居住区: *X
CURRENT,scenario_armour,2448,Armour: *X%,装甲: *X%
CURRENT,scenario_noarmour,2448,Armour: None,装甲: なし
CURRENT,hud_totalconsumption,2448,TOTAL CONSUMPTION,総消費
CURRENT,shipeditor_stat_Capacity,2448,Cabins,キャビン
CURRENT,trade_dangerproximity,2448,Shortages of critical resources have made prices higher than normal,重要な資源の不足により、価格は通常よりも高くなっています。
CURRENT,trade_dangerdeflation,2448,"Prices for hardware and crew are lower than normal, due to panic",パニックにより、ハードウェアと乗組員の価格は通常よりも低くなっています。
CURRENT,trade_dangercivilians,2448,Civilians are offering larger sums than normal for safe transit out of the sector,民間人は、セクターからの安全な脱出に対して、通常よりも大きい金額を提示しています。
CURRENT,nomadobjective_total,2448,Your highest population was *X residents within your fleet.,あなたの艦隊における最高人口は*X人でした。
CURRENT,mission_arenaprep_title,2448,Prepare for battle!,戦闘準備！
CURRENT,mission_arenaprep_summary,2448,Prepare your ship and crew for the upcoming battle!\nUnpausing the game will begin combat.,船と乗組員を次の戦闘に向けて準備してください\nゲームの一時停止を解除すると戦闘が開始されます。
CURRENT,mission_arenaprep_useeditor,2448,OPTIONAL: Use the ship editor to prepare,オプション：船编辑器を使用して準備
CURRENT,opentextcrawl_survival_1,2448,It is the 23rd century.  Humanity has colonised the stars.,西暦23世紀です。人類は星々を植民しました。
CURRENT,opentextcrawl_survival_2,2448,"Millions of people now live off world, sometimes hundreds of light years from Earth.",今や数百万の人が地球外で生活しており、地球から数百光年離れている場合もあります。
CURRENT,opentextcrawl_survival_3,2448,"Word has reached Earth from a distant science station. A dark anomaly has been detected, and cannot be explained.",地球に遠隔科学ステーションからの情報が届きました。暗い異常が検出され、説明ができません。
CURRENT,opentextcrawl_survival_4,2448,"Where once there was a star, now there is nothing but a black void, endlessly expanding and consuming everything in its path.",かつて星があった場所に、今では黒い虚無しかなく、無限に広がり、その道にいるすべてを消費しています。
CURRENT,opentextcrawl_survival_5,2448,Scientists believe it will eventually consume the entire galaxy.,科学者たちは、最終的には銀河全体を消費すると信じています。
CURRENT,opentextcrawl_survival_6,2448,"There is only one glimmer of hope. A STARGATE project, unfinished and unproven, offers an escape route to a distant Galaxy.",唯一の希望の光があります。未完成で未検証のSTARGATEプロジェクトが、遠い銀河への脱出経路を提供するのです。
CURRENT,opentextcrawl_survival_7,2448,But the scale of the catastrophe is almost too big to comprehend. Only a few will survive.,しかし、大惨事の規模は理解しがたいほど巨大です。わずかな人々だけが生き残ります。
CURRENT,opentextcrawl_survival_8,2448,"With a new ship and a new crew, you commit yourself to reaching the STARGATE with as many people as you can, before it's too late.",新しい船と新しい乗組員と共に、あなたはできるだけ多くの人々をSTARGATEに到達させる決意をします。手遅れになる前に。
CURRENT,mainmenu_gamemode_freeroam_locked,2383,Build a flight-ready ship in Creative Mode to unlock,クリエイティブモードでフライト可能な船を建造してアンロック
CURRENT,mainmenu_gamemode_industry_old,2383,STARGATE,スターゲート
CURRENT,mainmenu_gamemode_industry_tooltip_old,2383,Your aim is to research and build a stargate to Andromeda,あなたの目的は、アンドロメダへと研究し、スターゲートを建造することです。
CURRENT,mainmenu_stargate_caption_old,2383,Take part in the construction of a galactic megaproject - a STARGATE with enough range to reach our nearest neighbouring galaxy ANDROMEDA,最寄りの隣接銀河アンドロメダに到達できる航続距離を持つスターゲートという銀河規模プロジェクトの建設に参加しましょう。
CURRENT,mainmenu_gamemode_unlocked,2383,UNLOCKED,アンロック済み
CURRENT,mainmenu_gamemode_unlocked_freeroam,2383,Game Mode: Free Roam,ゲームモード：フリーローム
CURRENT,mainmenu_gamemode_unlocked_survival,2383,Game Mode: Survival,ゲームモード：サバイバル
CURRENT,settings_analytics_tooltip,2383,We need to collect usage data to help us to better understand how people are playing and to help us to improve the game. \n\nWe do not collect any personally identifiable information.\n\nTo find out more visit Legal Information (bottom of the screen),ゲームをより良く理解し、改善するために、利用状況データ収集が必要です。\n\n個人を特定できる情報は収集しません。\n\n詳細については、法情報（画面下部）をご覧ください。
CURRENT,steamstore_button,2383,Visit Steam Store,スチームストアへアクセス
CURRENT,buynow_button,2383,BUY NOW,今購入する
CURRENT,newmainmenu_deletegame,2383,DELETE GAME,ゲーム削除
CURRENT,newmainmenu_confirm,2383,CONFIRM,確認
CURRENT,newmainmenu_cancel,2383,CANCEL,キャンセル
CURRENT,newmainmenu_deleteship,2383,DELETE SHIP,シップ削除
CURRENT,newmainmenu_locked,2383,(LOCKED),(ロック中)
CURRENT,newmainmenu_multisystem_simulation,2383,Enable Multi-system Simulation,マルチシステムシミュレーション有効化
CURRENT,newmainmenu_debug_freespace,2383,Enable FreeSpace Debugging,フリースペースデバッグ有効化
CURRENT,newmainmenu_darkmode,2383,Galaxy Map Dark Mode,銀河マップダークモード
CURRENT,newmainmenu_parallax,2383,Parallax effect,視差効果
CURRENT,newmainmenu_filter,2383,SEARCH...,検索中…
CURRENT,shiplibrary_affordableonly,2383,Affordable Only,手頃な価格限定
CURRENT,save_warning_header,2383,WARNING: Loading future save version,警告：未来のセーブバージョンを読み込みます
CURRENT,save_warning_body,2383,"You have loaded a game with a future save format, you may experience that some parts of the game do not work correctly",あなたは未来のセーブ形式のゲームを読み込みました。ゲームの一部が正しく動作しない可能性があります。
CURRENT,save_episodewarning_header,2383,WARNING: Episode Progress,警告：エピソード進行状況
CURRENT,save_episodewarning_body,2383,"Due to incompatible changes in this version, your progress in active episodes will be reset.",このバージョンにおける互換性のない変更により、アクティブなエピソードの進行状況がリセットされます。
CURRENT,save_stargateresetwarning_header,2383,WARNING: Stargate Progress,警告：スターゲート進行状況
CURRENT,save_demofullgame_load_header,2383,Full Game Only,ゲーム本編のみ
CURRENT,save_demofullgame_load_body,2383,The demo of The Last Starship can only load save games saved with the Demo.,ラスト・スターシップのデモは、デモで保存されたセーブデータのみ読み込むことができます。
CURRENT,hudmode_multisystemsimulation,2383,MULTISYSTEM SIMULATION,マルチシステムシミュレーション
CURRENT,hud_preparingjump,2383,Preparing Jump,準備 ジャンプ
CURRENT,hud_readytojump,2383,Ready to Jump,ジャンプの準備OK
CURRENT,hud_ftlincluded,2383,Jump,ジャンプ
CURRENT,hud_ftlexcluded,2383,Stay,待機
CURRENT,hud_noships,2383,NO SHIPS SELECTED,シップが選択されていません
CURRENT,hud_ftlwaiting,2383,Waiting...,待機中…
CURRENT,hud_endcreativemodewarning,2383,LEAVING CREATIVE MODE,クリエイティブモードを離脱中
CURRENT,hud_endcreativemodefull,2383,Creative Mode will end when you jump to hyperspace,ハイパースペースにジャンプするとクリエイティブモードが終了します
CURRENT,hud_hyperspace,2383,HYPERSPACE,ハイパースペース
CURRENT,hud_window_techtree,2383,RESEARCH,研究
CURRENT,hud_window_orders,2383,ORDERS,命令
CURRENT,hud_window_storage,2383,STORAGE ZONES,ストレージゾーン
CURRENT,hud_open_tooltip,2383,[LMB] Open Window,[LMB] ウィンドウを開く
CURRENT,hud_ftl_jump_tooltip,2383,[RMB] Jump,[RMB] ジャンプ
CURRENT,hud_techtree_tooltip,2383,Researching:,研究中:
CURRENT,hud_overlay_show,2383,Show,表示
CURRENT,hud_overlay_tactical,2383,Tactical,戦術
CURRENT,hud_battlestations,2383,BATTLE STATIONS,戦闘ステーション
CURRENT,hud_shipyard_repairship,2383,Repair Ship,修理船
CURRENT,hud_shipyard_costofrepairs,2383,Cost of repairs,修理費用
CURRENT,hud_shipyard_buildbuyfromlibrary,2383,Buy ship,船を購入
CURRENT,hud_shipyard_selectship,2383,Select a ship,船を選択
CURRENT,hud_shipforsale,2383,SHIP FOR SALE,販売船
CURRENT,hud_buyship,2383,BUY,購入
CURRENT,hud_sellship,2383,SELL YOUR SHIP,あなたの船を売却
CURRENT,hud_repairship,2383,REPAIR,修理
CURRENT,hud_shipyardservices,2383,SHIPYARD SERVICES,ドッグサービス
CURRENT,hud_fabricateship,2383,FABRICATE A SHIP,船を製造
CURRENT,hud_tooltip_leftclickerase,2383,[LMB] Erase,[LMB] 削除
CURRENT,hud_tooltip_leftclickresearch,2383,[LMB] Research,[LMB] 研究
CURRENT,hud_panel_storagecrate_leftclick,2383,[LMB] x1 Container,[LMB] x1 コンテナ
CURRENT,hud_panel_storagecrate_shiftclick,2383,[SHIFT] x5 Containers,[SHIFT] x5 コンテナ
CURRENT,hud_panel_storagecrate_ctrlclick,2383,[CTRL] x9999 Containers,[CTRL] x9999 コンテナ
CURRENT,hud_panel_storagecrate_quantity,2383,The number of items or stacks of the chosen type that is being stored.,保管されている選択された種類のアイテムまたはスタックの数。
CURRENT,hud_panel_storagecrate_permitunload,2383,Allow crew members to unload from this crate.\n\nIf disabled then only robot arms can unload.,乗組員がこのコンテナから降下させることができます。\n\n無効にすると、ロボットアームのみが降下させることができます。
CURRENT,hud_panel_storagecrate_permitload,2383,Allow crew members to load this crate.\n\nIf disabled then only robot arms can load.,乗組員がこのコンテナに積み込むことができます。\n\n無効にすると、ロボットアームのみが積み込むことができます。
CURRENT,hud_panel_storagecrate_selecttype,2383,The type that the storage crate will be storing.,ストレージコンテナが保管する種類。
CURRENT,hud_storagecrate_tooltip_dumping,2383,Dumping *X,*X を投棄
CURRENT,hud_storagecrate_tooltip_remaining,2383,Quantity Remaining: *X,残り量: *X
CURRENT,hud_storagecrate_tooltip_storing,2383,Storing *X,*X を保管
CURRENT,hud_storagecrate_tooltip_quantity,2383,Quantity: *X,量: *X
CURRENT,hud_storagecrate_tooltip_capacity,2383,Capacity: *X,容量: *X
CURRENT,hud_layer_unnaned_system,2383,UNNAMED,名前なし
CURRENT,hud_trade_hint,2383,You must travel to a Colony or Shipyard to trade,交易するには、植民地またはドッグへ移動する必要があります。
CURRENT,hud_last_ftl_charge,2383,WARNING - LAST FTL CHARGE\nCANNOT BUY AT DESTINATION,警告 - 最終FTLチャージ\n目的地での購入不可
CURRENT,hud_removefromtrack,2383,[RMB] Remove from track,[RMB] 軌道から削除
CURRENT,communicator_outgoingcall,2383,CALLING...,呼び出し中...
CURRENT,hud_repairyourship,2383,You should repair the damage to your ship at a SHIPYARD.,あなたは船塢（せんう）であなたの船の損傷を修理（しゅうリ）する必要があります。
CURRENT,speed_paused,2383,PAUSED,一時停止
CURRENT,speed_slow,2383,SLOW,遅い
CURRENT,equipment_robotarm_nopickup,2383,SELECT TYPE,タイプ選択
CURRENT,equipment_robotarm_pickupnone,2383,NONE,なし
CURRENT,equipment_robotarm_forcedrop,2383,FORCE DROP,強制ドロップ
CURRENT,equipment_weaponsconsole_noselection,2383,SELECT WEAPON,武器選択
CURRENT,equipment_weaponsconsole_deselect,2383,NONE,なし
CURRENT,equipment_weaponsconsole_locked,2383,SLOT *X LOCKED,スロット\*X ロック
CURRENT,equipment_weaponsconsole_extradescription,2383,*X Connected weapons,\*X 接続された武器
CURRENT,equipment_weaponsconsole_connected,2383,Controlled by Weapons Console,武器コンソールで制御
CURRENT,equipment_storagecrate_quantity,2383,STORED: *X/*Y,保存：\*X/\*Y
CURRENT,equipment_storagecrate_capacity,2383,CAPACITY,容量
CURRENT,equipment_storagecrate_dumping,2383,DUMPING,ダンプ中
CURRENT,equipment_storagecrate_refill_enable,2383,PRIORITISE ZONES,ゾーンの優先順位付け
CURRENT,equipment_storagecrate_refill_disable,2383,PRIORITISE CRATE,クリエイトの優先順位付け
CURRENT,equipment_storagecrate_permitcrewload,2383,CREW LOADING,乗員乗船中
CURRENT,equipment_storagecrate_permitcrewunload,2383,CREW UNLOADING,乗員下船中
CURRENT,factory_stockpileoutput,2383,STOCKPILE,備蓄
CURRENT,factory_stockpileoutput_tooltip,2383,"STOCKPILE\n\nWhen ticked, the produced items will be immediately unloaded into any cargo storage area, stockpiling the item.\n\nIf unticked, the produced item will remain until it is used somewhere, or until there is specific cargo space available.",備蓄\\n\\nチェックを入れると、生産されたアイテムは即座に任意の貨物保管エリアに排出され、そのアイテムを保管します。\\n\\nチェックを外すと、生産されたアイテムは使用されるまで、または特定の貨物スペースが利用可能になるまで残ります。
CURRENT,shipeditor_stat_Damage,2383,Damage,ダメージ
CURRENT,shipeditor_draw,2383,DRAW,ドロー
CURRENT,shipeditor_erase,2383,ERASE,消去
CURRENT,powergrid_category_science,2383,SCIENCE,科学
CURRENT,powergrid_demand,2383,DEMAND *X Mw,需要 *X Mw
CURRENT,powergrid_output,2383,OUTPUT *X Mw,出力 *X Mw
CURRENT,powergrid_stored,2383,STORED *X Mw,蓄積された *X Mw
CURRENT,powergrid_batteryhint,2383,Install some Batteries to store reserve power from your Reactor.,リアクターから予備の電力を蓄積するためにバッテリーを設置してください。
CURRENT,powergrid_powershortagehint,2383,Your ship cannot generate enough power. Consider installing more Reactors.,あなたの船は十分な電力を生成できません。より多くのリアクターの設置を検討してください。
CURRENT,trade_window_Science,2383,Science,科学
